                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                      50                                     1766                  1.5000000000000000E+001                  1.4200000000000001E-002                  3.0269537293360457E+006                  1.0000000000000000E+005                  3.0170142452557877E+004                  2.1960774814192479E+004                  5.4316020590630716E+000                 -5.8405172395411844E+000                  6.1613822765567317E-001                  7.5699858349364057E-008                  3.6982358948205507E-001                  8.9582735135044429E-005                  7.5205615882357555E-003                  1.5637449885659190E-003                  1.3344755582926609E-003                  1.5000000000000000E+001                  0.0000000000000000E+000                  1.0101430287429119E+001                  1.9296662584978490E-004                  4.6856288245829694E+000                  1.7391549839110652E-002                  6.0129340868355204E-002                  6.2263762897437208E-002                  2.0017133374389918E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4999999996924776E+001                  5.4151776672462875E+000                  1.4999999961087068E+001                  5.3830106633459280E+000                  3.2725015309937502E+004                  4.4277842804557331E+004                  6.8303600974524934E+006                  2.1978704059500415E+004                  2.1978704059500404E+004                  2.8707318307727431E-029                  1.5054388323411865E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.5525059785015078E+013                                    11701                               "gfortran"                                  "8.3.0"        "x86_64-osx-10.10-10.14-20190503"                               "20190815" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                     rmid                                  opacity                         dkap_dlnrho_face                           dkap_dlnT_face 
                                       1                  1.5000000000000000E+001                  7.3492794428353692E-001                  4.4801714724441632E+000                 -8.9631171774753042E+000                  3.8039148794896880E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  5.4316020590630716E+000                  5.4315472344913402E+000                  1.7648649851659233E+000                  9.8634365848883010E-001                 -3.5903132731862497E-001 
                                       2                  1.4999999999992500E+001                  7.3491917689248731E-001                  4.4817980079258870E+000                 -8.9520188438269237E+000                  3.8146107538034233E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  5.4314924088128675E+000                  5.4313993001987670E+000                  1.7889610686991559E+000                  9.9279700303068630E-001                 -3.5716013481182274E-001 
                                       3                  1.4999999999979433E+001                  7.3490428671472396E-001                  4.4833467820248423E+000                 -8.9418198271863663E+000                  3.8245657242727944E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  5.4313061883923419E+000                  5.4312607119144207E+000                  1.8114812531939077E+000                  1.0150400847077956E+000                 -3.4991724345308683E-001 
                                       4                  1.4999999999972902E+001                  7.3489701387335848E-001                  4.4843774410067647E+000                 -8.9352122291917553E+000                  3.8310782507000605E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  5.4312152346749585E+000                  5.4311704433700774E+000                  1.8262692274295607E+000                  1.0258660453568649E+000                 -3.4542464145830221E-001 
                                       5                  1.4999999999966368E+001                  7.3488985049037225E-001                  4.4856998908772967E+000                 -8.9269342633071869E+000                  3.8393085069755153E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  5.4311256513264077E+000                  5.4310566265506610E+000                  1.8450197343969756E+000                  1.0365254134536970E+000                 -3.4045017776671394E-001 
                                       6                  1.4999999999956104E+001                  7.3487881121670073E-001                  4.4873124846421675E+000                 -8.9171320770756353E+000                  3.8491594558465110E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  5.4309876000204129E+000                  5.4309201122976942E+000                  1.8675521386708152E+000                  1.0529436360575952E+000                 -3.3170967605835011E-001 
                                       7                  1.4999999999945842E+001                  7.3486801749880604E-001                  4.4889206125697401E+000                 -8.9076550192924149E+000                  3.8587928531823339E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  5.4308526228976737E+000                  5.4307865886571118E+000                  1.8896861784430892E+000                  1.0689884840731547E+000                 -3.2191443082197096E-001 
                                       8                  1.4999999999935582E+001                  7.3485745598822960E-001                  4.4901235706745899E+000                 -8.9007495028872583E+000                  3.8658808962234739E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  5.4307205528107323E+000                  5.4306880551487939E+000                  1.9060361687716365E+000                  1.0846848934588174E+000                 -3.1115220590073167E-001 
                                       9                  1.4999999999930452E+001                  7.3485225825285505E-001                  4.4909238584557336E+000                 -8.8962380515056001E+000                  3.8705430171144335E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  5.4306555570979445E+000                  5.4306233945065001E+000                  1.9168211627065774E+000                  1.0924100101182175E+000                 -3.0543575270385559E-001 
